target_id	length	eff_length	est_counts	tpm
Os03t0315000-00	1327	1056.53	1.48295	0.0521255
Os09t0436450-00	1094	823.532	0	0
Os07t0223001-01	3131	2860.53	21.8527	0.283703
Os05t0573250-00	1272	1001.53	0	0
Os03t0698066-00	1410	1139.53	0	0
Os08t0178400-01	584	314.405	0	0
Os01t0137750-00	498	229.062	0	0
Os06t0318900-01	1322	1051.53	0	0
Os01t0633800-01	4264	3993.53	2	0.0185985
Os06t0192676-00	62	32.3095	1.41032	1.62104
Os06t0104350-00	1237	966.532	0	0
Os04t0625950-00	341	89.2671	2.28799	0.951849
Os10t0122701-01	1326	1055.53	0	0
Os01t0716550-00	394	129.157	0	0
Os02t0250700-01	3470	3199.53	180	2.08926
Os03t0117050-01	266	47.8788	0	0
Os12t0469300-00	675	405.154	1	0.0916612
Os03t0109350-00	366	106.906	1.0765	0.373954
Os03t0179950-00	245	43.0764	15	12.9318
Os02t0802650-01	696	426.113	5.43561	0.473729
Os07t0564566-00	423	156.002	3	0.714164
Os02t0588775-00	195	26.7693	0	0
Os02t0201401-00	392	127.451	10	2.91382
Os12t0505583-00	481	212.405	0	0
Os01t0687900-01	558	288.563	0	0
Os03t0197875-00	48	26.8125	0	0
Os05t0594001-00	600	330.365	0	0
Os02t0579150-00	48	26.8125	0	0
Os01t0242450-00	715	445.08	0	0
Os04t0111350-01	443	175.248	244	51.7063
Os03t0602400-01	613	343.348	32.3339	3.49727
Os07t0675166-01	1360	1089.53	0	0
Os08t0121950-00	433	165.617	0	0
Os09t0429600-01	3145	2874.53	393	5.07728
Os08t0546533-01	206	30.5252	3	3.6498
Os01t0889601-00	355	98.9297	2.28613	0.858184
Os12t0227450-00	610	340.348	0	0
Os06t0570000-00	966	695.639	0	0
Os12t0167950-00	327	79.9312	0	0
Os06t0505501-00	539	269.723	265	36.4867
Os01t0112050-01	718	448.08	8	0.663041
Os11t0438900-00	54	30.2	0	0
Os10t0372432-00	68	34.4894	0	0
Os07t0528051-00	207	30.7687	2.17602	2.62639
Os03t0222401-00	528	258.796	7	1.00449
Os06t0203550-01	5348	5077.53	24.018	0.175667
Os02t0171001-00	678	408.144	1	0.0909897
Os09t0411975-00	702	432.102	5	0.429724
Os08t0203501-00	499	230.044	0	0
Os03t0144150-00	234	40.6284	16	14.625
Os01t0209300-00	649	379.213	1.11363	0.109059
Os04t0661950-00	595	325.381	6.85683	0.782594
Os02t0664350-00	461	192.803	0	0
Os06t0107432-00	127	31.2448	5	5.94289
Os07t0577350-00	1630	1359.53	0	0
Os04t0252550-00	1963	1692.53	1.04621	0.0229557
Os10t0101900-01	886	615.756	4	0.241244
Os06t0678750-00	612	342.348	0	0
Os03t0294001-01	1215	944.532	35.7882	1.40712
Os06t0716533-00	1287	1016.53	0	0
Os06t0649550-00	594	324.389	0	0
Os07t0545550-00	1167	896.532	0.000362765	1.50268e-05
Os02t0245850-00	1943	1672.53	1.09661	0.0243491
Os07t0192400-01	587	317.405	5	0.585008
Os09t0123250-00	1738	1467.53	0	0
Os01t0373800-01	563	293.512	1	0.126526
Os01t0332002-00	144	25.5413	30	43.6199
Os11t0269433-00	82	43.6415	0	0
Os12t0596850-00	1362	1091.53	1.07386	0.0365358
Os07t0536101-01	1630	1359.53	0	0
Os03t0310633-00	651	381.194	10	0.974226
Os09t0558050-00	267	48.2459	1.15126	0.886177
Os06t0713201-00	658	388.194	0	0
Os05t0561700-00	223	37.0988	30	30.0308
Os03t0114850-00	504	235.01	0	0
Os08t0178000-01	337	86.5484	126	54.0652
Os12t0236200-01	1018	747.532	0	0
Os01t0376200-01	524	254.815	309	45.0339
Os02t0524550-00	290	58.1076	1	0.639106
Os03t0741050-01	2932	2661.53	50	0.697661
Os06t0274550-00	494	225.147	9.29536	1.53323
Os05t0214800-01	424	156.966	71	16.798
Os01t0626350-00	491	222.209	1430.66	239.1
Os02t0791650-00	73	38.0204	0	0
Os09t0423550-00	1332	1061.53	8.00397	0.280013
Os04t0306350-00	497	228.079	0	0
Os04t0561850-00	206	30.5252	0	0
Os05t0263301-00	473	204.583	0	0
Os04t0445850-00	501	232.021	2	0.320116
Os02t0722650-00	531	261.776	2	0.28373
Os08t0430550-00	709	439.091	14.6625	1.24011
Os03t0284200-01	991	720.568	5	0.257692
Os03t0587225-00	102	36.76	0	0
Os10t0111350-01	970	699.621	31.0968	1.65066
Os02t0162700-01	660	390.194	94	8.94649
Os07t0139600-01	366	106.906	920	319.589
Os05t0377600-00	62	32.3095	2.51491	2.89066
Os07t0281500-01	520	250.828	43	6.36648
Os10t0340950-00	62	32.3095	20.8112	23.9207
Os02t0831650-00	767	496.998	0	0
Os10t0425066-00	147	24.1933	16	24.5602
Os06t0165100-01	588	318.405	16	1.86615
Os07t0175801-00	73	38.0204	1.1	1.07444
Os04t0345700-00	415	148.375	29	7.25842
Os10t0489350-00	413	146.473	0	0
Os12t0163250-01	1146	875.532	0	0
Os03t0166050-00	1090	819.532	0	0
Os02t0288722-00	396	130.94	0	0
Os03t0148950-00	171	21.512	0	0
Os02t0834025-00	426	158.858	2	0.467548
Os05t0212250-00	956	685.656	1.49368	0.0809017
Os12t0273850-00	471	202.619	8.95723	1.64172
Os11t0569400-00	275	51.2754	0	0
Os02t0557250-00	1084	813.532	0	0
Os01t0559525-00	2387	2116.53	131.158	2.30132
Os06t0200600-01	825	554.844	1	0.0669322
Os02t0609700-01	1341	1070.53	2	0.0693803
Os03t0137350-00	829	558.844	295.127	19.6121
Os01t0374100-00	441	173.349	0	0
Os12t0617175-00	1827	1556.53	0	0
Os06t0551450-00	712	442.08	1.47079	0.123554
Os04t0462700-01	499	230.044	0.896	0.144645
Os12t0158500-00	55	31.2	0	0
Os07t0608450-01	1241	970.532	23.0959	0.883752
