target_id	length	eff_length	est_counts	tpm
ONIVA01G00010.1	1589	1329.49	0	0
ONIVA01G00010.2	1812	1552.49	0	0
ONIVA01G00020.1	3081	2821.49	47	0.438676
ONIVA01G00030.1	626	366.662	1	0.0718223
ONIVA01G00040.1	948	688.489	74	2.83048
ONIVA01G00050.1	907	647.489	14	0.569404
ONIVA01G00060.1	1960	1700.49	0	0
ONIVA01G00070.1	591	331.718	0	0
ONIVA01G00080.1	263	41.1602	53	33.9096
ONIVA01G00090.1	231	31.7598	142.71	118.332
ONIVA01G00100.1	4874	4614.49	624.347	3.56309
ONIVA01G00100.2	5434	5174.49	27.653	0.140734
ONIVA01G00100.3	5185	4925.49	0	0
ONIVA01G00100.4	5411	5151.49	0	0
ONIVA01G00110.1	903	643.489	0	0
ONIVA01G00120.1	3069	2809.49	51	0.478044
ONIVA01G00130.1	1397	1137.49	426	9.8625
ONIVA01G00140.1	2949	2689.49	0	0
ONIVA01G00140.2	3039	2779.49	848	8.03444
ONIVA01G00150.1	1223	963.489	2405	65.7345
ONIVA01G00160.1	1672	1412.49	130.178	2.42703
ONIVA01G00160.2	1614	1354.49	334.034	6.49441
ONIVA01G00160.3	1510	1250.49	0	0
ONIVA01G00170.1	2197	1937.49	1860	25.2812
ONIVA01G00180.1	5343	5083.49	261.055	1.35237
ONIVA01G00190.1	1116	856.489	0	0
ONIVA01G00190.2	660	400.63	154.945	10.1849
ONIVA01G00200.1	537	277.843	3	0.284345
ONIVA01G00210.1	2550	2290.49	0.000872106	1.00269e-05
ONIVA01G00210.2	2499	2239.49	888.096	10.4432
ONIVA01G00210.3	2860	2600.49	208.903	2.11551
ONIVA01G00220.1	7016	6756.49	899.247	3.50495
ONIVA01G00220.2	8634	8374.49	506.935	1.59411
ONIVA01G00220.3	8622	8362.49	2500.81	7.87535
ONIVA01G00230.1	1668	1408.49	162.167	3.03203
ONIVA01G00240.1	222	30.6836	0	0
ONIVA01G00250.1	1389	1129.49	0	0
ONIVA01G00260.1	366	110.104	2	0.478358
ONIVA01G00270.1	1087	827.489	18027	573.702
ONIVA01G00280.1	1541	1281.49	0	0
ONIVA01G00290.1	1479	1219.49	520.127	11.232
ONIVA01G00310.1	1359	1099.49	230	5.50886
ONIVA01G00320.1	1183	923.489	116	3.30789
ONIVA01G00330.1	1626	1366.49	9	0.173445
ONIVA01G00340.1	258	39.0356	2	1.34926
ONIVA01G00350.1	522	262.897	445	44.5758
ONIVA01G00360.1	1140	880.489	2294	68.6111
ONIVA01G00370.1	621	361.676	751.454	54.7151
ONIVA01G00380.1	384	127.061	34	7.04679
ONIVA01G00390.1	1445	1185.49	697.546	15.4953
ONIVA01G00400.1	957	697.489	1	0.0377561
ONIVA01G00410.1	945	685.489	580	22.2819
ONIVA01G00420.1	651	391.646	1444	97.0952
ONIVA01G00430.1	843	583.501	514	23.1978
ONIVA01G00440.1	9089	8829.49	278.418	0.830398
ONIVA01G00440.10	8804	8544.49	1.33295e-06	4.1082e-09
ONIVA01G00440.11	8795	8535.49	0.124143	0.000383019
ONIVA01G00440.12	8738	8478.49	0.00217531	6.75659e-06
ONIVA01G00440.13	8798	8538.49	0	0
ONIVA01G00440.14	8681	8421.49	126.916	0.396875
ONIVA01G00440.2	9047	8787.49	0.0133476	4.00004e-05
ONIVA01G00440.3	8972	8712.49	0.00592591	1.79117e-05
ONIVA01G00440.4	8963	8703.49	389.865	1.17963
ONIVA01G00440.5	8966	8706.49	0	0
ONIVA01G00440.6	8930	8670.49	1.23415e-06	3.74844e-09
ONIVA01G00440.7	8921	8661.49	0.0985626	0.000299671
ONIVA01G00440.8	8840	8580.49	0	0
ONIVA01G00440.9	8807	8547.49	14.5561	0.0448469
ONIVA01G00450.1	6043	5783.49	1456.5	6.63202
ONIVA01G00460.1	1667	1407.49	1578.5	29.5341
ONIVA01G00470.1	1344	1084.49	703	17.0708
ONIVA01G00480.1	260	39.8515	5	3.30407
ONIVA01G00490.1	576	316.744	0	0
ONIVA01G00500.1	1137	877.489	96	2.88107
ONIVA01G00510.1	993	733.489	0	0
ONIVA01G00520.1	2120	1860.49	45	0.636957
ONIVA01G00530.1	1878	1618.49	1064	17.3124
ONIVA01G00540.1	6347	6087.49	1111.93	4.81021
ONIVA01G00540.2	6368	6108.49	24.0695	0.103767
ONIVA01G00540.3	5759	5499.49	0	0
ONIVA01G00540.4	3231	2971.49	0	0
ONIVA01G00550.1	1854	1594.49	3	0.0495478
ONIVA01G00560.1	1958	1698.49	402.516	6.24087
ONIVA01G00570.1	1008	748.489	68.4843	2.40952
ONIVA01G00580.1	1139	879.489	0	0
ONIVA01G00580.2	2383	2123.49	1	0.0124015
ONIVA01G00590.1	795	535.512	30.6773	1.5086
ONIVA01G00600.1	669	409.622	83.3259	5.35699
ONIVA01G00610.1	2522	2262.49	786	9.14873
ONIVA01G00620.1	534	274.854	0	0
ONIVA01G00630.1	720	460.572	0	0
ONIVA01G00630.2	738	478.562	35	1.92599
ONIVA01G00630.3	2679	2419.49	31	0.337414
ONIVA01G00640.1	4569	4309.49	0	0
ONIVA01G00640.2	4515	4255.49	0	0
ONIVA01G00640.3	4593	4333.49	2678	16.2741
ONIVA01G00640.4	4539	4279.49	0	0
ONIVA01G00650.1	414	156.084	50	8.43601
ONIVA01G00660.1	642	382.654	0	0
ONIVA01G00670.1	4267	4007.49	183.672	1.20697
ONIVA01G00670.2	713	453.572	0	0
ONIVA01G00680.1	744	484.562	21.3281	1.15912
ONIVA01G00690.1	2217	1957.49	975.745	13.1269
ONIVA01G00690.2	1485	1225.49	1089.26	23.407
ONIVA01G00700.1	2127	1867.49	0	0
ONIVA01G00700.2	2088	1828.49	181	2.60682
ONIVA01G00710.1	3012	2752.49	0	0
ONIVA01G00710.2	3108	2848.49	68	0.628665
ONIVA01G00720.1	1353	1093.49	9	0.216747
ONIVA01G00730.1	483	224.111	0	0
ONIVA01G00740.1	885	625.489	28	1.17886
ONIVA01G00750.1	2688	2428.49	1029	11.1585
ONIVA01G00760.1	2081	1821.49	116	1.67709
ONIVA01G00770.1	336	85.6492	29	8.9166
ONIVA01G00780.1	873	613.489	0	0
ONIVA01G00790.1	1035	775.489	0	0
ONIVA01G00800.1	531	271.854	53	5.1341
ONIVA01G00810.1	192	26.4607	1	0.995229
ONIVA01G00820.1	420	161.956	43.4304	7.0619
ONIVA01G00830.1	348	94.8323	0.569611	0.158178
ONIVA01G00840.1	522	262.897	62	6.21056
ONIVA01G00850.1	606	346.705	0	0
ONIVA01G00860.1	1197	937.489	170.711	4.79534
ONIVA01G00860.2	1233	973.489	189.289	5.12059
ONIVA01G00870.1	1020	760.489	766.424	26.54
ONIVA01G00880.1	855	595.501	2	0.0884448
ONIVA01G00890.1	1107	847.489	604	18.7684
ONIVA01G00900.1	393	135.67	0	0
ONIVA01G00910.1	231	31.7598	0	0
ONIVA01G00920.1	2394	2134.49	1	0.0123376
ONIVA01G00930.1	327	79.1234	0	0
ONIVA01G00940.1	566	306.763	0	0
ONIVA01G00950.1	1854	1594.49	4	0.0660638
ONIVA01G00960.1	2308	2048.49	6	0.0771334
ONIVA01G00970.1	216	30.234	0	0
ONIVA01G00980.1	6832	6572.49	131.555	0.527111
ONIVA01G00980.2	5583	5323.49	82.7863	0.409531
ONIVA01G00990.1	2223	1963.49	0	0
ONIVA01G00990.2	1995	1735.49	78.8893	1.19707
ONIVA01G01000.1	1803	1543.49	4.11069	0.0701352
ONIVA01G01010.1	342	90.2961	0	0
ONIVA01G01020.1	357	102.214	86	22.1572
ONIVA01G01030.1	1878	1618.49	204	3.31929
ONIVA01G01040.1	1710	1450.49	6.36836	0.115621
ONIVA01G01040.2	1995	1735.49	0.611714	0.00928221
ONIVA01G01040.3	1986	1726.49	46.0199	0.701951
