target_id	length	eff_length	est_counts	tpm
ONIVA01G00010.1	1589	1321.59	0	0
ONIVA01G00010.2	1812	1544.59	0	0
ONIVA01G00020.1	3081	2813.59	14	0.178769
ONIVA01G00030.1	626	358.774	1	0.100139
ONIVA01G00040.1	948	680.614	5	0.263934
ONIVA01G00050.1	907	639.614	4	0.224682
ONIVA01G00060.1	1960	1692.59	0	0
ONIVA01G00070.1	591	323.814	0	0
ONIVA01G00080.1	263	50.3072	24	17.1398
ONIVA01G00090.1	231	44.5774	85	68.5062
ONIVA01G00100.1	4874	4606.59	417.572	3.2567
ONIVA01G00100.2	5434	5166.59	7.77178e-08	5.40434e-10
ONIVA01G00100.3	5185	4917.59	0	0
ONIVA01G00100.4	5411	5143.59	5.42829	0.037916
ONIVA01G00110.1	903	635.614	0	0
ONIVA01G00120.1	3069	2801.59	27	0.346246
ONIVA01G00130.1	1397	1129.59	240	7.63339
ONIVA01G00140.1	2949	2681.59	0	0
ONIVA01G00140.2	3039	2771.59	866	11.2257
ONIVA01G00150.1	1223	955.585	325	12.2191
ONIVA01G00160.1	1672	1404.59	88.0851	2.2531
ONIVA01G00160.2	1614	1346.59	122.118	3.25816
ONIVA01G00160.3	1510	1242.59	0	0
ONIVA01G00170.1	2197	1929.59	689	12.8286
ONIVA01G00180.1	5343	5075.59	216.955	1.53571
ONIVA01G00190.1	1116	848.585	9.58398	0.405766
ONIVA01G00190.2	660	392.751	45.4607	4.15857
ONIVA01G00200.1	537	269.979	1	0.133075
ONIVA01G00210.1	2550	2282.59	0	0
ONIVA01G00210.2	2499	2231.59	286	4.60445
ONIVA01G00210.3	2860	2592.59	0	0
ONIVA01G00220.1	7016	6748.59	876.729	4.66743
ONIVA01G00220.2	8634	8366.59	277.592	1.19202
ONIVA01G00220.3	8622	8354.59	1529.55	6.57756
ONIVA01G00230.1	1668	1400.59	87.378	2.24139
ONIVA01G00240.1	222	40.9581	0	0
ONIVA01G00250.1	1389	1121.59	3	0.096098
ONIVA01G00260.1	366	106.186	0	0
ONIVA01G00270.1	1087	819.585	5320	233.208
ONIVA01G00280.1	1541	1273.59	0	0
ONIVA01G00290.1	1479	1211.59	555.518	16.4729
ONIVA01G00310.1	1359	1091.59	60	1.97478
ONIVA01G00320.1	1183	915.585	55	2.15819
ONIVA01G00330.1	1626	1358.59	3	0.0793341
ONIVA01G00340.1	258	49.5714	0	0
ONIVA01G00350.1	522	255.079	46	6.47902
ONIVA01G00360.1	1140	872.585	873	35.9444
ONIVA01G00370.1	621	353.774	472.308	47.9651
ONIVA01G00380.1	384	121.287	8	2.36975
ONIVA01G00390.1	1445	1177.59	198.692	6.06195
ONIVA01G00400.1	957	689.614	0	0
ONIVA01G00410.1	945	677.614	79	4.18861
ONIVA01G00420.1	651	383.759	285	26.6816
ONIVA01G00430.1	843	575.614	355	22.1576
ONIVA01G00440.1	9089	8821.59	209.861	0.854692
ONIVA01G00440.10	8804	8536.59	0	0
ONIVA01G00440.11	8795	8527.59	2.93016	0.012345
ONIVA01G00440.12	8738	8470.59	0	0
ONIVA01G00440.13	8798	8530.59	0	0
ONIVA01G00440.14	8681	8413.59	53.2561	0.227412
ONIVA01G00440.2	9047	8779.59	0	0
ONIVA01G00440.3	8972	8704.59	0	0
ONIVA01G00440.4	8963	8695.59	38.6961	0.15988
ONIVA01G00440.5	8966	8698.59	0	0
ONIVA01G00440.6	8930	8662.59	0	0
ONIVA01G00440.7	8921	8653.59	17.257	0.0716463
ONIVA01G00440.8	8840	8572.59	0	0
ONIVA01G00440.9	8807	8539.59	0	0
ONIVA01G00450.1	6043	5775.59	810.33	5.0407
ONIVA01G00460.1	1667	1399.59	2603.67	66.8362
ONIVA01G00470.1	1344	1076.59	499	16.6524
ONIVA01G00480.1	260	49.8427	1	0.720815
ONIVA01G00490.1	576	308.865	0	0
ONIVA01G00500.1	1137	869.585	71	2.9334
ONIVA01G00510.1	993	725.585	395	19.5584
ONIVA01G00520.1	2120	1852.59	31	0.601186
ONIVA01G00530.1	1878	1610.59	529	11.8004
ONIVA01G00540.1	6347	6079.59	860.735	5.08652
ONIVA01G00540.2	6368	6100.59	14.2654	0.0840115
ONIVA01G00540.3	5759	5491.59	0	0
ONIVA01G00540.4	3231	2963.59	0	0
ONIVA01G00550.1	1854	1586.59	0	0
ONIVA01G00560.1	1958	1690.59	2558.87	54.3796
ONIVA01G00570.1	1008	740.585	479.876	23.2798
ONIVA01G00580.1	1139	871.585	10.4896	0.432387
ONIVA01G00580.2	2383	2115.59	70.5104	1.19742
ONIVA01G00590.1	795	527.648	156.427	10.6511
ONIVA01G00600.1	669	401.735	149.828	13.3992
ONIVA01G00610.1	2522	2254.59	563	8.97154
ONIVA01G00620.1	534	266.99	0	0
ONIVA01G00630.1	720	452.668	34	2.69851
ONIVA01G00630.2	738	470.668	0	0
ONIVA01G00630.3	2679	2411.59	25	0.372446
ONIVA01G00640.1	4569	4301.59	0	0
ONIVA01G00640.2	4515	4247.59	0	0
ONIVA01G00640.3	4593	4325.59	2022	16.7943
ONIVA01G00640.4	4539	4271.59	0	0
ONIVA01G00650.1	414	149.377	78	18.7601
ONIVA01G00660.1	642	374.767	0	0
ONIVA01G00670.1	4267	3999.59	380	3.41345
ONIVA01G00670.2	713	445.668	0	0
ONIVA01G00680.1	744	476.668	0	0
ONIVA01G00690.1	2217	1949.59	197.089	3.632
ONIVA01G00690.2	1485	1217.59	362.911	10.7084
ONIVA01G00700.1	2127	1859.59	0	0
ONIVA01G00700.2	2088	1820.59	148	2.92063
ONIVA01G00710.1	3012	2744.59	0	0
ONIVA01G00710.2	3108	2840.59	47	0.59445
ONIVA01G00720.1	1353	1085.59	1	0.0330949
ONIVA01G00730.1	483	216.501	13	2.1573
ONIVA01G00740.1	885	617.614	185	10.7617
ONIVA01G00750.1	2688	2420.59	530	7.86649
ONIVA01G00760.1	2081	1813.59	99.6756	1.97459
ONIVA01G00770.1	336	84.9372	12	5.07585
ONIVA01G00780.1	873	605.614	0	0
ONIVA01G00790.1	1035	767.585	0	0
ONIVA01G00800.1	531	264.022	15	2.04116
ONIVA01G00810.1	192	28.8521	2	2.49045
ONIVA01G00820.1	420	155.134	36	8.33719
ONIVA01G00830.1	348	93.0598	0	0
ONIVA01G00840.1	522	255.079	151	21.2681
ONIVA01G00850.1	606	338.781	0	0
ONIVA01G00860.1	1197	929.585	37	1.43001
ONIVA01G00860.2	1233	965.585	0	0
ONIVA01G00870.1	1020	752.585	265.011	12.6513
ONIVA01G00880.1	855	587.614	9	0.55027
ONIVA01G00890.1	1107	839.585	594	25.4183
ONIVA01G00900.1	393	129.509	0	0
ONIVA01G00910.1	231	44.5774	1	0.805955
ONIVA01G00920.1	2394	2126.59	12	0.202733
ONIVA01G00930.1	327	79.1981	1	0.453639
ONIVA01G00940.1	566	298.877	2	0.240416
ONIVA01G00950.1	1854	1586.59	125	2.83056
ONIVA01G00960.1	2308	2040.59	52	0.915533
ONIVA01G00970.1	216	38.4412	0	0
ONIVA01G00980.1	6832	6564.59	304.841	1.66836
ONIVA01G00980.2	5583	5315.59	127.159	0.859454
ONIVA01G00990.1	2223	1955.59	0	0
ONIVA01G00990.2	1995	1727.59	6.37028	0.132478
ONIVA01G01000.1	1803	1535.59	9.62972	0.225302
ONIVA01G01010.1	342	88.9386	4	1.61583
ONIVA01G01020.1	357	99.4359	45	16.259
ONIVA01G01030.1	1878	1610.59	85	1.8961
ONIVA01G01040.1	1710	1442.59	0	0
ONIVA01G01040.2	1995	1727.59	5.9388	0.123505
ONIVA01G01040.3	1986	1718.59	67.0612	1.40193
ONIVA01G01050.1	684	416.711	0	0
ONIVA01G01050.2	645	377.767	0	0
ONIVA01G01060.1	765	497.659	0	0
ONIVA01G01070.1	1422	1154.59	7.18707	0.223641
ONIVA01G01080.1	3048	2780.59	67	0.865693
ONIVA01G01090.1	4207	3939.59	46.0943	0.42036
ONIVA01G01100.1	1140	872.585	197	8.11117
ONIVA01G01110.1	531	264.022	108	14.6964
ONIVA01G01120.1	2991	2723.59	32.2279	0.425125
ONIVA01G01130.1	1881	1613.59	43.0706	0.95899
ONIVA01G01140.1	2115	1847.59	3	0.0583367
ONIVA01G01150.1	660	392.751	0	0
ONIVA01G01160.1	1971	1703.59	91	1.91912
ONIVA01G01170.1	348	93.0598	20	7.72135
ONIVA01G01180.1	393	129.509	7.81293	2.1674
ONIVA01G01190.1	798	530.648	81	5.48408
ONIVA01G01200.1	1959	1691.59	109	2.31504
ONIVA01G01210.1	927	659.614	0	0
ONIVA01G01210.2	1185	917.585	81.3159	3.18386
ONIVA01G01210.3	258	49.5714	20.3909	14.7785
ONIVA01G01210.4	207	34.6605	0	0
ONIVA01G01210.5	921	653.614	82.0771	4.51155
ONIVA01G01210.6	192	28.8521	6.21615	7.74051
ONIVA01G01220.1	603	335.787	418	44.7237
ONIVA01G01230.1	429	163.839	32.3013	7.0832
ONIVA01G01230.2	198	31.0343	14.1887	16.4257
ONIVA01G01240.1	930	662.614	95	5.15096
ONIVA01G01250.1	393	129.509	1	0.277412
ONIVA01G01260.1	5793	5525.59	13.0982	0.0851643
ONIVA01G01260.2	5520	5252.59	0	0
ONIVA01G01260.3	5757	5489.59	17.5559	0.114897
ONIVA01G01270.1	1965	1697.59	13	0.275129
ONIVA01G01280.1	1903	1635.59	6	0.131796
ONIVA01G01290.1	3972	3704.59	141.384	1.37116
ONIVA01G01300.1	2937	2669.59	0	0
ONIVA01G01300.2	2679	2411.59	0	0
ONIVA01G01300.3	1471	1203.59	0	0
ONIVA01G01300.4	1642	1374.59	0	0
ONIVA01G01310.1	849	581.614	1	0.0617718
ONIVA01G01320.1	765	497.659	4	0.288771
ONIVA01G01330.1	5091	4823.59	84.3459	0.628231
ONIVA01G01330.2	4146	3878.59	0	0
ONIVA01G01330.3	4062	3794.59	0	0
ONIVA01G01330.4	3369	3101.59	0	0
ONIVA01G01340.1	5726	5458.59	0	0
ONIVA01G01340.2	5683	5415.59	0	0
ONIVA01G01340.3	6268	6000.59	0	0
ONIVA01G01340.4	6211	5943.59	23.9637	0.144854
ONIVA01G01340.5	6442	6174.59	16.3937	0.0953882
ONIVA01G01340.6	2440	2172.59	0	0
ONIVA01G01340.7	3428	3160.59	5.38698	0.0612355
ONIVA01G01340.8	1667	1399.59	62.2556	1.5981
ONIVA01G01350.1	3105	2837.59	99	1.25346
ONIVA01G01360.1	2569	2301.59	66.7651	1.04219
ONIVA01G01360.2	2938	2670.59	16.0662	0.216138
