target_id	length	eff_length	est_counts	tpm
ONIVA01G00010.1	1589	1314.38	0	0
ONIVA01G00010.2	1812	1537.38	0	0
ONIVA01G00020.1	3081	2806.38	10	0.100752
ONIVA01G00030.1	626	351.59	1	0.0804199
ONIVA01G00040.1	948	673.377	42	1.76356
ONIVA01G00050.1	907	632.429	1	0.0447083
ONIVA01G00060.1	1960	1685.38	0	0
ONIVA01G00070.1	591	316.676	0	0
ONIVA01G00080.1	263	41.5054	35	23.8431
ONIVA01G00090.1	231	34.3277	131.953	108.686
ONIVA01G00100.1	4874	4599.38	351.764	2.16248
ONIVA01G00100.2	5434	5159.38	11.2361	0.0615767
ONIVA01G00100.3	5185	4910.38	0	0
ONIVA01G00100.4	5411	5136.38	0	0
ONIVA01G00110.1	903	628.429	0	0
ONIVA01G00120.1	3069	2794.38	34	0.344028
ONIVA01G00130.1	1397	1122.38	220	5.54222
ONIVA01G00140.1	2949	2674.38	0	0
ONIVA01G00140.2	3039	2764.38	635	6.49495
ONIVA01G00150.1	1223	948.377	405	12.0746
ONIVA01G00160.1	1672	1397.38	80.9962	1.63889
ONIVA01G00160.2	1614	1339.38	118.841	2.50877
ONIVA01G00160.3	1510	1235.38	0	0
ONIVA01G00170.1	2197	1922.38	774	11.3842
ONIVA01G00180.1	5343	5068.38	339.312	1.89291
ONIVA01G00190.1	1116	841.377	1.7125	0.0575492
ONIVA01G00190.2	660	385.516	66.1242	4.84973
ONIVA01G00200.1	537	262.922	5	0.537703
ONIVA01G00210.1	2550	2275.38	6.70957e-05	8.3376e-07
ONIVA01G00210.2	2499	2224.38	209.413	2.66191
ONIVA01G00210.3	2860	2585.38	114.587	1.25318
ONIVA01G00220.1	7016	6741.38	1059.88	4.44537
ONIVA01G00220.2	8634	8359.38	334.719	1.13215
ONIVA01G00220.3	8622	8347.38	1721.5	5.83118
ONIVA01G00230.1	1668	1393.38	109.979	2.23172
ONIVA01G00240.1	222	33.1186	0	0
ONIVA01G00250.1	1389	1114.38	0	0
ONIVA01G00260.1	366	102.29	3	0.829256
ONIVA01G00270.1	1087	812.377	9665	336.391
ONIVA01G00280.1	1541	1266.38	0	0
ONIVA01G00290.1	1479	1204.38	588.906	13.8256
ONIVA01G00310.1	1359	1084.38	63	1.64271
ONIVA01G00320.1	1183	908.377	34	1.05831
ONIVA01G00330.1	1626	1351.38	0	0
ONIVA01G00340.1	258	39.7961	0	0
ONIVA01G00350.1	522	248.084	69	7.86411
ONIVA01G00360.1	1140	865.377	999	32.6407
ONIVA01G00370.1	621	346.59	707.773	57.7401
ONIVA01G00380.1	384	116.196	9	2.19003
ONIVA01G00390.1	1445	1170.38	285.227	6.89072
ONIVA01G00400.1	957	682.377	2	0.0828716
ONIVA01G00410.1	945	670.39	3	0.12653
