target_id	length	eff_length	est_counts	tpm
ONIVA01G00010.1	1589	1331.8	0	0
ONIVA01G00010.2	1812	1554.8	0	0
ONIVA01G00020.1	3081	2823.8	8	0.0810653
ONIVA01G00030.1	626	369.014	0	0
ONIVA01G00040.1	948	690.799	4	0.165686
ONIVA01G00050.1	907	649.799	4	0.176141
ONIVA01G00060.1	1960	1702.8	0	0
ONIVA01G00070.1	591	334.055	0	0
ONIVA01G00080.1	263	46.3216	28	17.2963
ONIVA01G00090.1	231	34.7144	106	87.3725
ONIVA01G00100.1	4874	4616.8	475.447	2.94673
ONIVA01G00100.2	5434	5176.8	8.55259	0.0472732
ONIVA01G00100.3	5185	4927.8	0	0
ONIVA01G00100.4	5411	5153.8	0	0
ONIVA01G00110.1	903	645.799	0	0
ONIVA01G00120.1	3069	2811.8	27	0.274763
ONIVA01G00130.1	1397	1139.8	268	6.72799
ONIVA01G00140.1	2949	2691.8	0	0
ONIVA01G00140.2	3039	2781.8	1096	11.2736
ONIVA01G00150.1	1223	965.799	416.693	12.3455
ONIVA01G00160.1	1672	1414.8	74.6158	1.50909
ONIVA01G00160.2	1614	1356.8	216.995	4.57628
ONIVA01G00160.3	1510	1252.8	3.57402	0.0816309
ONIVA01G00170.1	2197	1939.8	722	10.6502
ONIVA01G00180.1	5343	5085.8	326	1.83416
ONIVA01G00190.1	1116	858.799	4.00415	0.133413
ONIVA01G00190.2	660	402.962	74.8529	5.31525
ONIVA01G00200.1	537	280.188	3	0.306373
ONIVA01G00210.1	2550	2292.8	0	0
ONIVA01G00210.2	2499	2241.8	349.79	4.46467
ONIVA01G00210.3	2860	2602.8	7.20997	0.0792632
ONIVA01G00220.1	7016	6758.8	1291.64	5.46826
ONIVA01G00220.2	8634	8376.8	322.398	1.10127
ONIVA01G00220.3	8622	8364.8	1877.37	6.42204
ONIVA01G00230.1	1668	1410.8	116.101	2.35477
ONIVA01G00240.1	222	33.322	0	0
ONIVA01G00250.1	1389	1131.8	2	0.0505638
ONIVA01G00260.1	366	113.854	0	0
ONIVA01G00270.1	1087	829.799	6293	217.002
ONIVA01G00280.1	1541	1283.8	0	0
ONIVA01G00290.1	1479	1221.8	654.173	15.3204
ONIVA01G00310.1	1359	1101.8	79	2.05165
ONIVA01G00320.1	1183	925.799	66	2.03989
ONIVA01G00330.1	1626	1368.8	2	0.0418089
ONIVA01G00340.1	258	44.0056	0	0
ONIVA01G00350.1	522	265.242	71	7.65941
ONIVA01G00360.1	1140	882.799	1137	36.8534
ONIVA01G00370.1	621	364.014	508.669	39.9849
ONIVA01G00380.1	384	130.329	6	1.31731
ONIVA01G00390.1	1445	1187.8	253.331	6.10272
ONIVA01G00400.1	957	699.799	0	0
ONIVA01G00410.1	945	687.799	126	5.24189
ONIVA01G00420.1	651	393.962	429	31.1589
ONIVA01G00430.1	843	585.812	514	25.1064
ONIVA01G00440.1	9089	8831.8	314.688	1.01955
ONIVA01G00440.10	8804	8546.8	0	0
ONIVA01G00440.11	8795	8537.8	0.000760458	2.54864e-06
ONIVA01G00440.12	8738	8480.8	0	0
ONIVA01G00440.13	8798	8540.8	0	0
ONIVA01G00440.14	8681	8423.8	48.9228	0.166181
ONIVA01G00440.2	9047	8789.8	0	0
ONIVA01G00440.3	8972	8714.8	0	0
ONIVA01G00440.4	8963	8705.8	6.33993	0.0208379
ONIVA01G00440.5	8966	8708.8	0	0
ONIVA01G00440.6	8930	8672.8	0	0
ONIVA01G00440.7	8921	8663.8	0.0481949	0.000159174
ONIVA01G00440.8	8840	8582.8	0	0
ONIVA01G00440.9	8807	8549.8	0	0
ONIVA01G00450.1	6043	5785.8	1169.4	5.78336
ONIVA01G00460.1	1667	1409.8	3402.6	69.0608
ONIVA01G00470.1	1344	1086.8	660	17.3769
ONIVA01G00480.1	260	44.9126	0	0
ONIVA01G00490.1	576	319.075	0	0
ONIVA01G00500.1	1137	879.799	136	4.42317
ONIVA01G00510.1	993	735.799	284	11.0443
ONIVA01G00520.1	2120	1862.8	41	0.629791
ONIVA01G00530.1	1878	1620.8	554	9.78046
ONIVA01G00540.1	6347	6089.8	941.312	4.42292
ONIVA01G00540.2	6368	6110.8	13.6877	0.0640929
ONIVA01G00540.3	5759	5501.8	0	0
ONIVA01G00540.4	3231	2973.8	0	0
ONIVA01G00550.1	1854	1596.8	3	0.0537588
ONIVA01G00560.1	1958	1700.8	2364	39.7717
ONIVA01G00570.1	1008	750.799	622.997	23.7433
ONIVA01G00580.1	1139	881.799	29.4649	0.956123
ONIVA01G00580.2	2383	2125.8	89.5351	1.20517
ONIVA01G00590.1	795	537.834	114.686	6.10156
ONIVA01G00600.1	669	411.945	205.314	14.2612
ONIVA01G00610.1	2522	2264.8	716	9.04611
ONIVA01G00620.1	534	277.193	0	0
ONIVA01G00630.1	720	462.893	23	1.42176
ONIVA01G00630.2	738	480.874	0	0
ONIVA01G00630.3	2679	2421.8	45	0.531683
ONIVA01G00640.1	4569	4311.8	0	0
ONIVA01G00640.2	4515	4257.8	0	0
ONIVA01G00640.3	4593	4335.8	2083	13.7467
ONIVA01G00640.4	4539	4281.8	0	0
ONIVA01G00650.1	414	158.949	85	15.3017
ONIVA01G00660.1	642	384.962	3	0.222989
ONIVA01G00670.1	4267	4009.8	588	4.19598
ONIVA01G00670.2	713	455.902	0	0
ONIVA01G00680.1	744	486.874	0	0
ONIVA01G00690.1	2217	1959.8	214.186	3.12721
ONIVA01G00690.2	1485	1227.8	373.814	8.71179
ONIVA01G00700.1	2127	1869.8	0	0
ONIVA01G00700.2	2088	1830.8	168	2.62571
