target_id	length	eff_length	est_counts	tpm
ONIVA01G00010.1	1589	1331.82	0	0
ONIVA01G00010.2	1812	1554.82	0	0
ONIVA01G00020.1	3081	2823.82	77	0.858977
ONIVA01G00030.1	626	369.011	3	0.256101
ONIVA01G00040.1	948	690.824	29	1.32239
ONIVA01G00050.1	907	649.841	28	1.35731
ONIVA01G00060.1	1960	1702.82	0	0
ONIVA01G00070.1	591	334.063	3	0.282893
ONIVA01G00080.1	263	42.5957	35	25.884
ONIVA01G00090.1	231	31.2555	146.947	148.103
ONIVA01G00100.1	4874	4616.82	333.837	2.27782
ONIVA01G00100.2	5434	5176.82	15.1633	0.0922694
ONIVA01G00100.3	5185	4927.82	0	0
ONIVA01G00100.4	5411	5153.82	0	0
ONIVA01G00110.1	903	645.841	0	0
ONIVA01G00120.1	3069	2811.82	60	0.672189
ONIVA01G00130.1	1397	1139.82	236	6.52233
ONIVA01G00140.1	2949	2691.82	0	0
ONIVA01G00140.2	3039	2781.82	1105	12.513
ONIVA01G00150.1	1223	965.824	1273	41.5202
ONIVA01G00160.1	1672	1414.82	110.25	2.45474
ONIVA01G00160.2	1614	1356.82	170.75	3.96429
ONIVA01G00160.3	1510	1252.82	0	0
ONIVA01G00170.1	2197	1939.82	1129	18.3341
ONIVA01G00180.1	5343	5085.82	258.85	1.6033
ONIVA01G00190.1	1116	858.824	15.3776	0.564042
ONIVA01G00190.2	660	402.972	63.0188	4.92633
ONIVA01G00200.1	537	280.198	4	0.4497
ONIVA01G00210.1	2550	2292.82	0	0
ONIVA01G00210.2	2499	2241.82	555.53	7.8061
ONIVA01G00210.3	2860	2602.82	50.4703	0.610829
ONIVA01G00220.1	7016	6758.82	796.147	3.71066
ONIVA01G00220.2	8634	8376.82	318.236	1.19674
ONIVA01G00220.3	8622	8364.82	1654.7	6.23148
ONIVA01G00230.1	1668	1410.82	115.203	2.57228
ONIVA01G00240.1	222	29.842	0	0
ONIVA01G00250.1	1389	1131.82	3	0.083497
ONIVA01G00260.1	366	112.509	0	0
ONIVA01G00270.1	1087	829.824	7600	288.507
ONIVA01G00280.1	1541	1283.82	0	0
ONIVA01G00290.1	1479	1221.82	279.519	7.20661
ONIVA01G00310.1	1359	1101.82	263	7.51921
ONIVA01G00320.1	1183	925.824	72	2.44981
ONIVA01G00330.1	1626	1368.82	6	0.13808
ONIVA01G00340.1	258	40.2155	1	0.783313
ONIVA01G00350.1	522	265.246	221	26.2466
ONIVA01G00360.1	1140	882.824	1570	56.0214
ONIVA01G00370.1	621	364.011	756.189	65.4402
ONIVA01G00380.1	384	129.625	9	2.18717
ONIVA01G00390.1	1445	1187.82	448.811	11.9026
ONIVA01G00400.1	957	699.824	4	0.180053
ONIVA01G00410.1	945	687.824	381	17.4492
ONIVA01G00420.1	651	393.972	772	61.7277
ONIVA01G00430.1	843	585.841	340	18.2822
ONIVA01G00440.1	9089	8831.82	90.6647	0.323383
ONIVA01G00440.10	8804	8546.82	0	0
ONIVA01G00440.11	8795	8537.82	50.6648	0.186934
ONIVA01G00440.12	8738	8480.82	0	0
ONIVA01G00440.13	8798	8540.82	0	0
ONIVA01G00440.14	8681	8423.82	0	0
ONIVA01G00440.2	9047	8789.82	0	0
ONIVA01G00440.3	8972	8714.82	0	0
ONIVA01G00440.4	8963	8705.82	220.902	0.799314
ONIVA01G00440.5	8966	8708.82	0	0
ONIVA01G00440.6	8930	8672.82	0	0
ONIVA01G00440.7	8921	8663.82	20.7689	0.0755149
ONIVA01G00440.8	8840	8582.82	0	0
ONIVA01G00440.9	8807	8549.82	0	0
ONIVA01G00450.1	6043	5785.82	1258.58	6.85241
ONIVA01G00460.1	1667	1409.82	1325.42	29.6154
ONIVA01G00470.1	1344	1086.82	536	15.5358
ONIVA01G00480.1	260	41.1865	0	0
ONIVA01G00490.1	576	319.096	0	0
ONIVA01G00500.1	1137	879.824	94	3.36558
ONIVA01G00510.1	993	735.824	11	0.47092
ONIVA01G00520.1	2120	1862.82	33	0.558047
ONIVA01G00530.1	1878	1620.82	625	12.1471
ONIVA01G00540.1	6347	6089.82	689.834	3.56836
ONIVA01G00540.2	6368	6110.82	13.166	0.067871
ONIVA01G00540.3	5759	5501.82	0	0
ONIVA01G00540.4	3231	2973.82	0	0
ONIVA01G00550.1	1854	1596.82	0	0
ONIVA01G00560.1	1958	1700.82	1887.64	34.9614
ONIVA01G00570.1	1008	750.824	210.359	8.82574
