target_id	length	eff_length	est_counts	tpm
Os03t0315000-00	1327	1054.75	0	0
Os09t0436450-00	1094	821.746	0	0
Os07t0223001-01	3131	2858.75	4.6024	0.0692643
Os05t0573250-00	1272	999.746	0	0
Os03t0698066-00	1410	1137.75	0	0
Os08t0178400-01	584	312.713	1	0.13758
Os01t0137750-00	498	227.306	0	0
Os06t0318900-01	1322	1049.75	0	0
Os01t0633800-01	4264	3991.75	1	0.010778
Os06t0192676-00	62	34.4792	0	0
Os06t0104350-00	1237	964.746	0	0
Os04t0625950-00	341	84.3847	14.9885	7.64179
Os10t0122701-01	1326	1053.75	0	0
Os01t0716550-00	394	126.239	1	0.340806
Os02t0250700-01	3470	3197.75	219.887	2.95839
Os03t0117050-01	266	42.6941	0	0
Os12t0469300-00	675	403.497	0	0
Os03t0109350-00	366	102.373	0	0
Os03t0179950-00	245	37.1937	29	33.5451
Os02t0802650-01	696	424.406	8.96934	0.909242
Os07t0564566-00	423	153.893	12	3.35478
Os02t0588775-00	195	27.0242	0	0
Os02t0201401-00	392	124.387	13	4.49643
Os12t0505583-00	481	210.591	1	0.204297
Os01t0687900-01	558	286.85	4	0.599938
Os03t0197875-00	48	26.7179	0	0
Os05t0594001-00	600	328.681	2	0.261792
Os02t0579150-00	48	26.7179	0.181818	0.292776
Os01t0242450-00	715	443.372	0	0
Os04t0111350-01	443	173.328	138	34.2539
Os03t0602400-01	613	341.647	35.14	4.42511
Os07t0675166-01	1360	1087.75	0	0
Os08t0121950-00	433	163.592	0	0
Os09t0429600-01	3145	2872.75	287	4.29819
Os08t0546533-01	206	30.157	0	0
Os01t0889601-00	355	94.3354	0.225639	0.102906
Os12t0227450-00	610	338.661	0	0
Os06t0570000-00	966	693.789	0	0
Os12t0167950-00	327	75.0598	0	0
Os06t0505501-00	539	268.012	212	34.0316
Os01t0112050-01	718	446.372	0	0
Os11t0438900-00	54	30.6667	0	0
Os10t0372432-00	68	37	0.15	0.174418
Os07t0528051-00	207	30.4066	39.1749	55.4295
Os03t0222401-00	528	257.096	13	2.17545
Os06t0203550-01	5348	5075.75	29.7928	0.25253
Os02t0171001-00	678	406.489	1.57844	0.167063
Os09t0411975-00	702	430.398	3	0.299883
Os08t0203501-00	499	228.306	0	0
Os03t0144150-00	234	36.674	26	30.5012
Os01t0209300-00	649	377.576	0	0
Os04t0661950-00	595	323.694	24.5826	3.26733
Os02t0664350-00	461	190.957	0	0
Os06t0107432-00	127	34.3595	11	13.7736
Os07t0577350-00	1630	1357.75	2.03772	0.0645695
Os04t0252550-00	1963	1690.75	0	0
Os10t0101900-01	886	613.948	36	2.52274
Os06t0678750-00	612	340.654	0	0
Os03t0294001-01	1215	942.746	23.2114	1.05927
Os06t0716533-00	1287	1014.75	0	0
Os06t0649550-00	594	322.694	0	0
Os07t0545550-00	1167	894.746	1.43064	0.0687911
Os02t0245850-00	1943	1670.75	1.00716	0.0259353
Os07t0192400-01	587	315.713	0	0
Os09t0123250-00	1738	1465.75	1.36744	0.0401376
Os01t0373800-01	563	291.809	69	10.173
Os01t0332002-00	144	26.5332	112	181.606
Os11t0269433-00	82	43.1094	0	0
Os12t0596850-00	1362	1089.75	2.19595	0.0866958
Os07t0536101-01	1630	1357.75	2	0.0633742
Os03t0310633-00	651	379.568	2	0.226695
Os09t0558050-00	267	43.0921	1.1237	1.12189
Os06t0713201-00	658	386.553	1	0.111299
Os05t0561700-00	223	35.2695	36	43.9142
Os03t0114850-00	504	233.236	0	0
Os08t0178000-01	337	81.7076	52	27.3805
Os12t0236200-01	1018	745.746	0	0
Os01t0376200-01	524	253.106	350	59.4931
Os02t0524550-00	290	53.4229	8	6.44263
Os03t0741050-01	2932	2659.75	102	1.64991
Os06t0274550-00	494	223.365	7.53769	1.45186
Os05t0214800-01	424	154.865	54	15.0018
Os01t0626350-00	491	220.427	894.038	174.499
Os02t0791650-00	73	40.5818	0	0
Os09t0423550-00	1332	1059.75	0	0
Os04t0306350-00	497	226.328	0	0
Os04t0561850-00	206	30.157	0	0
Os05t0263301-00	473	202.736	0	0
Os04t0445850-00	501	230.269	2.03025	0.379328
Os02t0722650-00	531	260.07	1	0.165429
Os08t0430550-00	709	437.372	2.97431	0.292574
Os03t0284200-01	991	718.761	6	0.359143
Os03t0587225-00	102	42.5545	0	0
Os10t0111350-01	970	697.789	19.2124	1.18457
Os02t0162700-01	660	388.553	110	12.1799
Os07t0139600-01	366	102.373	402	168.944
Os05t0377600-00	62	34.4792	3.68972	4.60402
Os07t0281500-01	520	249.111	64	11.0532
Os10t0340950-00	62	34.4792	163.854	204.456
Os02t0831650-00	767	495.259	0	0
Os10t0425066-00	147	25.7048	13.5496	22.6784
Os06t0165100-01	588	316.707	9	1.2226
Os07t0175801-00	73	40.5818	2.39974	2.5441
Os04t0345700-00	415	146.2	36	10.5939
Os10t0489350-00	413	144.279	0	0
Os12t0163250-01	1146	873.746	0	0
Os03t0166050-00	1090	817.746	1	0.0526117
Os02t0288722-00	396	128.089	0	0
Os03t0148950-00	171	22.9097	1	1.87794
Os02t0834025-00	426	156.78	0	0
Os05t0212250-00	956	683.789	0	0
Os12t0273850-00	471	200.776	3.29223	0.70547
Os11t0569400-00	275	46.3221	0	0
Os02t0557250-00	1084	811.746	0	0
Os01t0559525-00	2387	2114.75	99.9728	2.03387
Os06t0200600-01	825	553.1	19	1.47792
Os02t0609700-01	1341	1068.75	1	0.0402556
Os03t0137350-00	829	557.089	188.519	14.559
Os01t0374100-00	441	171.373	0	0
Os12t0617175-00	1827	1554.75	1.47502	0.0408168
Os06t0551450-00	712	440.372	0	0
Os04t0462700-01	499	228.306	0	0
Os12t0158500-00	55	30.2727	0	0
Os07t0608450-01	1241	968.746	9.03069	0.401062
Os11t0680500-00	152	23.8174	0	0
Os02t0215801-00	374	108.716	0	0
Os05t0500350-00	56	30.6	0	0
Os05t0296600-01	310	64.4724	33	22.0212
Os02t0649000-01	955	682.803	37	2.33135
Os05t0490150-00	280	48.575	0	0
Os05t0505075-01	2932	2659.75	73.8025	1.1938
Os04t0435350-00	434	164.539	0	0
